SITECODE,SDATE,TRANSECT,BATLOC_ID,FIELDNAME,VALUE
T02,14-Jul-97,T3,19,HAB1,2
T02,14-Jul-97,T3,19,HAB2,23
T02,14-Jul-97,T3,20,HAB1,2
T02,14-Jul-97,T3,20,HAB2,23
T02,03-Aug-97,T1,1,HAB1,2
T02,03-Aug-97,T1,1,HAB2,37
T02,03-Aug-97,T1,2,HAB1,42
T02,03-Aug-97,T1,3,HAB1,38
T02,03-Aug-97,T1,3,HAB2,42
T02,03-Aug-97,T2,4,HAB1,19
T02,03-Aug-97,T2,4,HAB2,16
T02,03-Aug-97,T2,5,HAB1,35
T02,03-Aug-97,T2,5,HAB2,23
T02,03-Aug-97,T2,6,HAB1,35
T02,03-Aug-97,T2,6,HAB2,23
T02,03-Aug-97,T3,7,HAB1,17
T02,03-Aug-97,T3,7,HAB2,37
T02,03-Aug-97,T3,8,HAB1,17
T02,03-Aug-97,T3,8,HAB2,37
T02,03-Aug-97,T3,9,HAB1,2
T02,03-Aug-97,T3,9,HAB2,23
T02,03-Aug-97,T3,10,HAB1,2
T02,03-Aug-97,T3,10,HAB2,23
T02,03-Aug-97,T3,11,HAB1,2
T02,03-Aug-97,T3,11,HAB2,23
T02,03-Aug-97,T3,12,HAB1,2
T02,03-Aug-97,T3,12,HAB2,23
T02,03-Aug-97,T3,13,HAB1,2
T02,03-Aug-97,T3,13,HAB2,23
T02,03-Aug-97,T3,14,HAB1,2
T02,03-Aug-97,T3,14,HAB2,23
T02,03-Aug-97,T3,15,HAB1,2
T02,03-Aug-97,T3,15,HAB2,23
T02,03-Aug-97,T3,16,HAB1,2
T02,03-Aug-97,T3,16,HAB2,23
T02,03-Aug-97,T3,17,HAB1,2
T02,03-Aug-97,T3,17,HAB2,23
T02,03-Aug-97,T3,17,HAB3,13
T02,03-Aug-97,T3,18,HAB1,2
T02,03-Aug-97,T3,18,HAB2,23
T02,03-Aug-97,T3,18,HAB3,13
T02,03-Aug-97,T3,19,HAB1,2
T02,03-Aug-97,T3,19,HAB2,23
T02,03-Aug-97,T3,19,HAB3,13
T02,03-Aug-97,T3,20,HAB1,2
T02,03-Aug-97,T3,20,HAB2,23
T02,03-Aug-97,T3,20,HAB3,13
T02,20-Aug-97,T1,1,HAB1,2
T02,20-Aug-97,T1,1,HAB2,37
T02,20-Aug-97,T1,2,HAB1,42
T02,20-Aug-97,T3,3,HAB1,42
T02,20-Aug-97,T3,4,HAB1,15
T02,20-Aug-97,T3,4,HAB2,37
T02,20-Aug-97,T3,5,HAB1,15
T02,20-Aug-97,T3,5,HAB2,37
T02,20-Aug-97,T3,6,HAB1,23
T02,20-Aug-97,T3,7,HAB1,2
T02,20-Aug-97,T3,7,HAB2,23
T02,20-Aug-97,T3,8,HAB1,2
T02,20-Aug-97,T3,8,HAB2,23
T02,20-Aug-97,T3,9,HAB1,2
T02,20-Aug-97,T3,9,HAB2,23
T02,20-Aug-97,T3,10,HAB1,2
T02,20-Aug-97,T3,10,HAB2,23
T02,08-Jul-99,T1,1,HAB1,7
T02,08-Jul-99,T1,1,HAB2,42
T02,08-Jul-99,T1,2,HAB1,7
T02,08-Jul-99,T1,2,HAB2,42
T02,08-Jul-99,T2,3,HAB1,7
T02,08-Jul-99,T2,3,HAB2,42
T02,08-Jul-99,T2,3,HAB3,37
T02,08-Jul-99,T2,4,HAB1,18
T02,08-Jul-99,T2,4,HAB2,19
T02,08-Jul-99,T2,5,HAB1,18
T02,08-Jul-99,T2,5,HAB2,19
T02,08-Jul-99,T2,6,HAB1,18
T02,08-Jul-99,T2,6,HAB2,19
T02,08-Jul-99,T3,7,HAB1,7
T02,08-Jul-99,T3,7,HAB2,37
T02,08-Jul-99,T3,8,HAB1,7
T02,08-Jul-99,T3,8,HAB2,37
T02,08-Jul-99,T3,9,HAB1,7
T02,08-Jul-99,T3,9,HAB2,17
T02,08-Jul-99,T3,9,HAB3,37
T02,08-Jul-99,T3,10,HAB1,17
T02,08-Jul-99,T3,10,HAB2,35
T02,08-Jul-99,T3,11,HAB1,17
T02,08-Jul-99,T3,11,HAB2,35
T02,08-Jul-99,T3,12,HAB1,7
T02,08-Jul-99,T3,12,HAB2,37
T02,08-Jul-99,T3,12,HAB3,17
T02,08-Jul-99,T3,13,HAB1,7
T02,08-Jul-99,T3,13,HAB2,37
T02,08-Jul-99,T3,13,HAB3,15
T02,08-Jul-99,T3,14,HAB1,4
T02,08-Jul-99,T3,14,HAB2,35
T02,08-Jul-99,T3,14,HAB3,7
T02,08-Jul-99,T3,15,HAB1,2
T02,08-Jul-99,T3,15,HAB2,23
T02,08-Jul-99,T3,15,HAB3,17
T02,08-Jul-99,T3,16,HAB1,31
T02,08-Jul-99,T3,16,HAB2,17
T02,08-Jul-99,T3,17,HAB1,31
T02,08-Jul-99,T3,17,HAB2,23
T02,26-Jul-99,T1,1,HAB1,7
T02,26-Jul-99,T1,1,HAB2,2
T02,26-Jul-99,T1,1,HAB3,37
T02,26-Jul-99,T1,2,HAB1,7
T02,26-Jul-99,T1,2,HAB2,2
T02,26-Jul-99,T1,2,HAB3,37
T02,26-Jul-99,T1,3,HAB1,42
T02,26-Jul-99,T2,4,HAB1,7
T02,26-Jul-99,T2,4,HAB2,37
T02,26-Jul-99,T2,4,HAB3,42
T02,26-Jul-99,T2,5,HAB1,19
T02,26-Jul-99,T2,5,HAB2,16
T02,26-Jul-99,T2,6,HAB1,19
T02,26-Jul-99,T2,6,HAB2,16
T02,26-Jul-99,T2,7,HAB1,19
T02,26-Jul-99,T2,7,HAB2,16
T02,26-Jul-99,T3,8,HAB1,7
T02,26-Jul-99,T3,8,HAB2,42
T02,26-Jul-99,T3,9,HAB1,7
T02,26-Jul-99,T3,9,HAB2,17
T02,26-Jul-99,T3,10,HAB1,7
T02,26-Jul-99,T3,10,HAB2,37
T02,26-Jul-99,T3,10,HAB3,17
T02,26-Jul-99,T3,11,HAB1,7
T02,26-Jul-99,T3,11,HAB2,37
T02,26-Jul-99,T3,11,HAB3,17
T02,26-Jul-99,T3,12,HAB1,7
T02,26-Jul-99,T3,12,HAB2,17
T02,26-Jul-99,T3,12,HAB3,37
T02,26-Jul-99,T3,13,HAB1,17
T02,26-Jul-99,T3,13,HAB2,7
T02,26-Jul-99,T3,13,HAB3,37
T02,26-Jul-99,T3,14,HAB1,7
T02,26-Jul-99,T3,14,HAB2,15
T02,26-Jul-99,T3,15,HAB1,4
T02,26-Jul-99,T3,15,HAB2,7
T02,26-Jul-99,T3,15,HAB3,15
T02,26-Jul-99,T3,16,HAB1,7
T02,26-Jul-99,T3,16,HAB2,23
T02,26-Jul-99,T3,16,HAB3,2
T02,26-Jul-99,T3,17,HAB1,7
T02,26-Jul-99,T3,17,HAB2,23
T02,26-Jul-99,T3,17,HAB3,2
T02,26-Jul-99,T3,18,HAB1,7
T02,26-Jul-99,T3,18,HAB2,23
T02,26-Jul-99,T3,18,HAB3,2
T02,26-Jul-99,T3,19,HAB1,7
T02,26-Jul-99,T3,19,HAB2,23
T02,26-Jul-99,T3,19,HAB3,2
T02,26-Jul-99,T3,20,HAB1,7
T02,26-Jul-99,T3,20,HAB2,23
T02,26-Jul-99,T3,20,HAB3,2
T02,26-Jul-99,T3,21,HAB1,7
T02,26-Jul-99,T3,21,HAB2,28
T02,26-Jul-99,T3,21,HAB3,13
T02,26-Jul-99,T3,22,HAB1,7
T02,26-Jul-99,T3,22,HAB2,2
T02,26-Jul-99,T3,22,HAB3,13
T02,26-Jul-99,T3,23,HAB1,7
T02,26-Jul-99,T3,23,HAB2,2
T02,26-Jul-99,T3,23,HAB3,13
T02,26-Jul-99,T3,24,HAB1,7
T02,26-Jul-99,T3,24,HAB2,2
T02,26-Jul-99,T3,24,HAB3,13
T02,16-Aug-99,T1,1,HAB1,7
T02,16-Aug-99,T1,1,HAB2,2
T02,16-Aug-99,T1,1,HAB3,37
T02,16-Aug-99,T2,2,HAB1,19
T02,16-Aug-99,T2,2,HAB2,18
T02,16-Aug-99,T2,3,HAB1,19
T02,16-Aug-99,T2,3,HAB2,18
T02,16-Aug-99,T2,4,HAB1,19
T02,16-Aug-99,T2,4,HAB2,18
T02,16-Aug-99,T3,5,HAB1,7
T02,16-Aug-99,T3,5,HAB2,4
T02,16-Aug-99,T3,5,HAB3,15
T02,16-Aug-99,T3,6,HAB1,7
T02,16-Aug-99,T3,6,HAB2,17
T02,16-Aug-99,T3,6,HAB3,35
T02,16-Aug-99,T3,7,HAB1,7
T02,16-Aug-99,T3,7,HAB2,2
T02,16-Aug-99,T3,7,HAB3,13
T02,16-Aug-99,T3,8,HAB1,7
T02,16-Aug-99,T3,8,HAB2,2
T02,16-Aug-99,T3,8,HAB3,13
T02,16-Aug-99,T3,9,HAB1,7
T02,16-Aug-99,T3,9,HAB2,2
T02,16-Aug-99,T3,9,HAB3,13
T02,03-Sep-99,T1,1,HAB1,42
T02,03-Sep-99,T1,2,HAB1,7
T02,03-Sep-99,T1,2,HAB2,2
T02,03-Sep-99,T1,2,HAB3,37
T02,03-Sep-99,T1,3,HAB1,7
T02,03-Sep-99,T1,3,HAB2,2
T02,03-Sep-99,T1,3,HAB3,36
T02,03-Sep-99,T1,4,HAB1,7
T02,03-Sep-99,T1,4,HAB2,2
T02,03-Sep-99,T1,4,HAB3,36
T02,03-Sep-99,T1,5,HAB1,7
T02,03-Sep-99,T1,5,HAB2,2
T02,03-Sep-99,T1,5,HAB3,36
T02,03-Sep-99,T1,6,HAB1,42
T02,03-Sep-99,T2,7,HAB1,7
T02,03-Sep-99,T2,7,HAB2,42
T02,03-Sep-99,T2,8,HAB1,18
T02,03-Sep-99,T2,8,HAB2,19
T02,03-Sep-99,T3,9,HAB1,7
T02,03-Sep-99,T3,9,HAB2,42
T02,03-Sep-99,T3,10,HAB1,7
T02,03-Sep-99,T3,10,HAB2,17
T02,03-Sep-99,T3,11,HAB1,7
T02,03-Sep-99,T3,11,HAB2,37
T02,03-Sep-99,T3,12,HAB1,7
T02,03-Sep-99,T3,12,HAB2,37
T02,03-Sep-99,T3,12,HAB3,17
T02,03-Sep-99,T3,13,HAB1,7
T02,03-Sep-99,T3,13,HAB2,17
T02,03-Sep-99,T3,13,HAB3,37
T02,03-Sep-99,T3,14,HAB1,7
T02,03-Sep-99,T3,14,HAB2,4
T02,03-Sep-99,T3,14,HAB3,15
T02,03-Sep-99,T3,15,HAB1,7
T02,03-Sep-99,T3,15,HAB2,35
T02,03-Sep-99,T3,15,HAB3,17
T02,03-Sep-99,T3,16,HAB1,7
T02,03-Sep-99,T3,16,HAB2,2
T02,03-Sep-99,T3,16,HAB3,17
T02,03-Sep-99,T3,17,HAB1,7
T02,03-Sep-99,T3,17,HAB2,2
T02,03-Sep-99,T3,17,HAB3,17
T02,03-Sep-99,T3,18,HAB1,7
T02,03-Sep-99,T3,18,HAB2,2
T02,03-Sep-99,T3,18,HAB3,13
T02,03-Sep-99,T3,19,HAB1,7
T02,03-Sep-99,T3,19,HAB2,2
T02,03-Sep-99,T3,19,HAB3,13
T02,03-Sep-99,T3,20,HAB1,7
T02,03-Sep-99,T3,20,HAB2,2
T02,03-Sep-99,T3,20,HAB3,13
T02,05-Jul-00,T1,1,HAB1,42
T02,05-Jul-00,T1,1,HAB2,36
T02,05-Jul-00,T1,1,HAB3,37
T02,05-Jul-00,T2,2,HAB1,42
T02,05-Jul-00,T2,2,HAB2,36
T02,05-Jul-00,T2,2,HAB3,37
T02,05-Jul-00,T2,3,HAB1,42
T02,05-Jul-00,T2,3,HAB2,36
T02,05-Jul-00,T2,3,HAB3,37
T02,05-Jul-00,T2,4,HAB1,16
T02,05-Jul-00,T2,4,HAB2,19
T02,05-Jul-00,T2,4,HAB3,8
T02,05-Jul-00,T2,5,HAB1,16
T02,05-Jul-00,T2,5,HAB2,19
T02,05-Jul-00,T2,5,HAB3,8
T02,05-Jul-00,T2,6,HAB1,23
T02,05-Jul-00,T2,6,HAB2,8
T02,05-Jul-00,T2,6,HAB3,35
T02,05-Jul-00,T3,7,HAB1,37
T02,05-Jul-00,T3,7,HAB2,17
T02,05-Jul-00,T3,7,HAB3,7
T02,05-Jul-00,T3,8,HAB1,37
T02,05-Jul-00,T3,8,HAB2,17
T02,05-Jul-00,T3,8,HAB3,35
T02,05-Jul-00,T3,9,HAB1,35
T02,05-Jul-00,T3,9,HAB2,17
T02,05-Jul-00,T3,9,HAB3,35
T02,05-Jul-00,T3,10,HAB1,35
T02,05-Jul-00,T3,10,HAB2,17
T02,05-Jul-00,T3,10,HAB3,35
T02,05-Jul-00,T3,11,HAB1,15
T02,05-Jul-00,T3,11,HAB2,18
T02,05-Jul-00,T3,11,HAB3,19
T02,05-Jul-00,T3,12,HAB1,15
T02,05-Jul-00,T3,12,HAB2,18
T02,05-Jul-00,T3,12,HAB3,19
T02,05-Jul-00,T3,13,HAB1,19
T02,05-Jul-00,T3,13,HAB2,35
T02,05-Jul-00,T3,13,HAB3,4
T02,05-Jul-00,T3,14,HAB1,17
T02,05-Jul-00,T3,14,HAB2,23
T02,05-Jul-00,T3,14,HAB3,31
T02,05-Jul-00,T3,15,HAB1,17
T02,05-Jul-00,T3,15,HAB2,23
T02,05-Jul-00,T3,15,HAB3,2
T02,05-Jul-00,T3,16,HAB1,31
T02,05-Jul-00,T3,16,HAB2,17
T02,05-Jul-00,T3,16,HAB3,23
T02,05-Jul-00,T3,17,HAB1,31
T02,05-Jul-00,T3,17,HAB2,17
T02,05-Jul-00,T3,17,HAB3,23
T02,05-Jul-00,T3,18,HAB1,31
T02,05-Jul-00,T3,18,HAB2,17
T02,05-Jul-00,T3,18,HAB3,23
T02,05-Jul-00,T3,19,HAB1,31
T02,05-Jul-00,T3,19,HAB2,17
T02,05-Jul-00,T3,19,HAB3,23
T02,26-Jul-00,T1,1,HAB1,42
T02,26-Jul-00,T1,1,HAB2,36
T02,26-Jul-00,T1,1,HAB3,37
T02,26-Jul-00,T1,2,HAB1,42
T02,26-Jul-00,T1,2,HAB2,36
T02,26-Jul-00,T1,2,HAB3,16
T02,26-Jul-00,T1,3,HAB1,42
T02,26-Jul-00,T1,3,HAB2,36
T02,26-Jul-00,T1,3,HAB3,37
T02,26-Jul-00,T2,4,HAB1,16
T02,26-Jul-00,T2,4,HAB2,19
T02,26-Jul-00,T2,4,HAB3,8
T02,26-Jul-00,T2,5,HAB1,16
T02,26-Jul-00,T2,5,HAB2,19
T02,26-Jul-00,T2,5,HAB3,8
T02,26-Jul-00,T2,6,HAB1,23
T02,26-Jul-00,T2,6,HAB2,8
T02,26-Jul-00,T2,6,HAB3,35
T02,26-Jul-00,T3,7,HAB1,17
T02,26-Jul-00,T3,7,HAB2,23
T02,26-Jul-00,T3,7,HAB3,31
T02,26-Jul-00,T3,8,HAB1,17
T02,26-Jul-00,T3,8,HAB2,23
T02,26-Jul-00,T3,8,HAB3,2
T02,26-Jul-00,T3,9,HAB1,23
T02,26-Jul-00,T3,9,HAB2,31
T02,26-Jul-00,T3,9,HAB3,2
T02,26-Jul-00,T3,10,HAB1,17
T02,26-Jul-00,T3,10,HAB2,23
T02,26-Jul-00,T3,10,HAB3,31
T02,16-Aug-00,T1,1,HAB1,42
T02,16-Aug-00,T1,1,HAB2,36
T02,16-Aug-00,T1,1,HAB3,37
T02,16-Aug-00,T1,2,HAB1,37
T02,16-Aug-00,T1,2,HAB2,36
T02,16-Aug-00,T1,2,HAB3,2
T02,16-Aug-00,T1,3,HAB1,37
T02,16-Aug-00,T1,3,HAB2,36
T02,16-Aug-00,T1,3,HAB3,2
T02,16-Aug-00,T1,4,HAB1,36
T02,16-Aug-00,T1,4,HAB2,18
T02,16-Aug-00,T1,4,HAB3,42
T02,16-Aug-00,T2,5,HAB1,37
T02,16-Aug-00,T2,5,HAB2,36
T02,16-Aug-00,T2,5,HAB3,42
T02,16-Aug-00,T2,6,HAB1,17
T02,16-Aug-00,T2,6,HAB2,16
T02,16-Aug-00,T2,6,HAB3,37
T02,16-Aug-00,T2,7,HAB1,16
T02,16-Aug-00,T2,7,HAB2,19
T02,16-Aug-00,T2,7,HAB3,8
T02,16-Aug-00,T3,8,HAB1,37
T02,16-Aug-00,T3,8,HAB2,17
T02,16-Aug-00,T3,8,HAB3,35
T02,29-Aug-00,T1,1,HAB1,42
T02,29-Aug-00,T1,1,HAB2,36
T02,29-Aug-00,T1,1,HAB3,37
T02,29-Aug-00,T1,2,HAB1,36
T02,29-Aug-00,T1,2,HAB2,37
T02,29-Aug-00,T1,2,HAB3,2
T02,29-Aug-00,T1,3,HAB1,36
T02,29-Aug-00,T1,3,HAB2,37
T02,29-Aug-00,T1,3,HAB3,2
T02,29-Aug-00,T1,4,HAB1,36
T02,29-Aug-00,T1,4,HAB2,18
T02,29-Aug-00,T1,4,HAB3,42
T02,29-Aug-00,T1,5,HAB1,42
T02,29-Aug-00,T1,5,HAB2,18
T02,29-Aug-00,T1,5,HAB3,36
T02,29-Aug-00,T1,6,HAB1,36
T02,29-Aug-00,T1,6,HAB2,37
T02,29-Aug-00,T1,6,HAB3,42
T02,29-Aug-00,T1,7,HAB1,36
T02,29-Aug-00,T1,7,HAB2,37
T02,29-Aug-00,T1,7,HAB3,42
T02,29-Aug-00,T2,8,HAB1,17
T02,29-Aug-00,T2,8,HAB2,37
T02,29-Aug-00,T2,8,HAB3,42
T02,29-Aug-00,T2,9,HAB1,18
T02,29-Aug-00,T2,9,HAB2,19
T02,29-Aug-00,T2,9,HAB3,8
T02,29-Aug-00,T2,10,HAB1,18
T02,29-Aug-00,T2,10,HAB2,19
T02,29-Aug-00,T2,10,HAB3,8
T02,29-Aug-00,T2,11,HAB1,18
T02,29-Aug-00,T2,11,HAB2,19
T02,29-Aug-00,T2,11,HAB3,23
T02,29-Aug-00,T2,12,HAB1,18
T02,29-Aug-00,T2,12,HAB2,23
T02,29-Aug-00,T2,12,HAB3,35
T02,29-Aug-00,T2,13,HAB1,18
T02,29-Aug-00,T2,13,HAB2,23
T02,29-Aug-00,T2,13,HAB3,35
T02,29-Aug-00,T3,14,HAB1,17
T02,29-Aug-00,T3,14,HAB2,37
T02,29-Aug-00,T3,14,HAB3,4
T02,29-Aug-00,T3,15,HAB1,17
T02,29-Aug-00,T3,15,HAB2,35
T02,29-Aug-00,T3,15,HAB3,37
T02,29-Aug-00,T3,16,HAB1,17
T02,29-Aug-00,T3,16,HAB2,35
T02,29-Aug-00,T3,16,HAB3,37
T02,29-Aug-00,T3,17,HAB1,15
T02,29-Aug-00,T3,17,HAB2,18
T02,29-Aug-00,T3,17,HAB3,19
T02,29-Aug-00,T3,18,HAB1,31
T02,29-Aug-00,T3,18,HAB2,17
T02,29-Aug-00,T3,18,HAB3,2
T02,29-Aug-00,T3,19,HAB1,17
T02,29-Aug-00,T3,19,HAB2,23
T02,29-Aug-00,T3,19,HAB3,31
T02,29-Aug-00,T3,20,HAB1,31
T02,29-Aug-00,T3,20,HAB2,23
T02,29-Aug-00,T3,20,HAB3,2
T02,29-Aug-00,T3,21,HAB1,31
T02,29-Aug-00,T3,21,HAB2,23
T02,29-Aug-00,T3,21,HAB3,2
T02,29-Aug-00,T3,22,HAB1,28
T02,29-Aug-00,T3,22,HAB2,17
T02,29-Aug-00,T3,22,HAB3,23
T02,02-Jul-01,T2,1,HAB1,42
T02,02-Jul-01,T2,1,HAB2,37
T02,02-Jul-01,T2,1,HAB3,36
T02,02-Jul-01,T2,2,HAB1,42
T02,02-Jul-01,T2,2,HAB2,37
T02,02-Jul-01,T2,2,HAB3,36
T02,02-Jul-01,T2,3,HAB1,42
T02,02-Jul-01,T2,3,HAB2,36
T02,02-Jul-01,T2,3,HAB3,17
T02,02-Jul-01,T2,4,HAB1,19
T02,02-Jul-01,T2,4,HAB2,16
T02,02-Jul-01,T2,4,HAB3,23
T02,02-Jul-01,T2,5,HAB1,19
T02,02-Jul-01,T2,5,HAB2,16
T02,02-Jul-01,T2,5,HAB3,23
T02,02-Jul-01,T2,6,HAB1,23
T02,02-Jul-01,T2,6,HAB2,35
T02,02-Jul-01,T2,6,HAB3,9
T02,02-Jul-01,T2,7,HAB1,19
T02,02-Jul-01,T2,7,HAB2,16
T02,02-Jul-01,T2,7,HAB3,23
T02,02-Jul-01,T2,8,HAB1,19
T02,02-Jul-01,T2,8,HAB2,16
T02,02-Jul-01,T2,8,HAB3,23
T02,02-Jul-01,T3,9,HAB1,37
T02,02-Jul-01,T3,9,HAB2,7
T02,02-Jul-01,T3,9,HAB3,17
T02,02-Jul-01,T3,10,HAB1,37
T02,02-Jul-01,T3,10,HAB2,7
T02,02-Jul-01,T3,10,HAB3,17
T02,02-Jul-01,T3,11,HAB1,37
T02,02-Jul-01,T3,11,HAB2,7
T02,02-Jul-01,T3,11,HAB3,17
T02,02-Jul-01,T3,12,HAB1,37
T02,02-Jul-01,T3,12,HAB2,7
T02,02-Jul-01,T3,12,HAB3,17
T02,02-Jul-01,T3,13,HAB1,17
T02,02-Jul-01,T3,13,HAB2,35
T02,02-Jul-01,T3,13,HAB3,37
T02,02-Jul-01,T3,14,HAB1,17
T02,02-Jul-01,T3,14,HAB2,35
T02,02-Jul-01,T3,14,HAB3,37
T02,02-Jul-01,T3,15,HAB1,17
T02,02-Jul-01,T3,15,HAB2,19
T02,02-Jul-01,T3,15,HAB3,31
T02,02-Jul-01,T3,16,HAB1,31
T02,02-Jul-01,T3,16,HAB2,17
T02,02-Jul-01,T3,16,HAB3,2
T02,02-Jul-01,T3,17,HAB1,17
T02,02-Jul-01,T3,17,HAB2,31
T02,02-Jul-01,T3,17,HAB3,2
T02,02-Jul-01,T3,18,HAB1,31
T02,02-Jul-01,T3,18,HAB2,17
T02,02-Jul-01,T3,18,HAB3,23
T02,02-Jul-01,T3,19,HAB1,31
T02,02-Jul-01,T3,19,HAB2,17
T02,02-Jul-01,T3,19,HAB3,23
T02,02-Jul-01,T3,20,HAB1,31
T02,02-Jul-01,T3,20,HAB2,17
T02,02-Jul-01,T3,20,HAB3,23
T02,02-Jul-01,T3,21,HAB1,31
T02,02-Jul-01,T3,21,HAB2,23
T02,02-Jul-01,T3,21,HAB3,2
T02,02-Jul-01,T3,22,HAB1,23
T02,02-Jul-01,T3,22,HAB2,13
T02,02-Jul-01,T3,22,HAB3,31
T02,26-Jul-01,T1,1,HAB1,37
T02,26-Jul-01,T1,1,HAB2,2
T02,26-Jul-01,T1,1,HAB3,7
T02,26-Jul-01,T2,2,HAB1,42
T02,26-Jul-01,T2,2,HAB2,37
T02,26-Jul-01,T2,2,HAB3,17
T02,26-Jul-01,T2,3,HAB1,42
T02,26-Jul-01,T2,3,HAB2,37
T02,26-Jul-01,T2,3,HAB3,17
T02,26-Jul-01,T2,4,HAB1,18
T02,26-Jul-01,T2,4,HAB2,19
T02,26-Jul-01,T2,4,HAB3,23
T02,26-Jul-01,T3,5,HAB1,37
T02,26-Jul-01,T3,5,HAB2,17
T02,26-Jul-01,T3,5,HAB3,7
T02,26-Jul-01,T3,6,HAB1,31
T02,26-Jul-01,T3,6,HAB2,17
T02,26-Jul-01,T3,6,HAB3,23
T02,26-Jul-01,T3,7,HAB1,31
T02,26-Jul-01,T3,7,HAB2,17
T02,26-Jul-01,T3,7,HAB3,23
T02,26-Jul-01,T3,8,HAB1,31
T02,26-Jul-01,T3,8,HAB2,17
T02,26-Jul-01,T3,8,HAB3,23
T02,26-Jul-01,T3,9,HAB1,31
T02,26-Jul-01,T3,9,HAB2,17
T02,26-Jul-01,T3,9,HAB3,23
T02,03-Sep-01,T1,1,HAB1,42
T02,03-Sep-01,T1,1,HAB2,37
T02,03-Sep-01,T1,1,HAB3,36
T02,03-Sep-01,T2,2,HAB1,42
T02,03-Sep-01,T2,2,HAB2,37
T02,03-Sep-01,T2,2,HAB3,17
T02,03-Sep-01,T2,3,HAB1,42
T02,03-Sep-01,T2,3,HAB2,37
T02,03-Sep-01,T2,3,HAB3,17
T02,03-Sep-01,T2,4,HAB1,42
T02,03-Sep-01,T2,4,HAB2,37
T02,03-Sep-01,T2,4,HAB3,17
T02,03-Sep-01,T2,5,HAB1,42
T02,03-Sep-01,T2,5,HAB2,37
T02,03-Sep-01,T2,5,HAB3,17
T02,03-Sep-01,T3,6,HAB1,35
T02,03-Sep-01,T3,6,HAB2,17
T02,03-Sep-01,T3,6,HAB3,31
T02,03-Sep-01,T3,7,HAB1,17
T02,03-Sep-01,T3,7,HAB2,35
T02,03-Sep-01,T3,7,HAB3,37
T02,03-Sep-01,T3,8,HAB1,15
T02,03-Sep-01,T3,8,HAB2,18
T02,03-Sep-01,T3,8,HAB3,37
T02,03-Sep-01,T3,9,HAB1,17
T02,03-Sep-01,T3,9,HAB2,19
T02,03-Sep-01,T3,9,HAB3,35
T02,03-Sep-01,T3,10,HAB1,17
T02,03-Sep-01,T3,10,HAB2,19
T02,03-Sep-01,T3,10,HAB3,31
T02,03-Sep-01,T3,11,HAB1,17
T02,03-Sep-01,T3,11,HAB2,31
T02,03-Sep-01,T3,11,HAB3,23
T02,03-Sep-01,T3,12,HAB1,31
T02,03-Sep-01,T3,12,HAB2,23
T02,03-Sep-01,T3,12,HAB3,2
T02,03-Sep-01,T3,13,HAB1,23
T02,03-Sep-01,T3,13,HAB2,31
T02,03-Sep-01,T3,13,HAB3,2
T02,03-Sep-01,T3,14,HAB1,13
T02,03-Sep-01,T3,14,HAB2,31
T02,03-Sep-01,T3,14,HAB3,23
T02,03-Sep-01,T3,15,HAB1,13
T02,03-Sep-01,T3,15,HAB2,22
T02,03-Sep-01,T3,15,HAB3,28
T05,04-Jul-93,T1,1,HAB1,42
T05,04-Jul-93,T1,2,HAB1,42
T05,04-Jul-93,T1,3,HAB1,1
T05,04-Jul-93,T1,4,HAB1,13
T05,04-Jul-93,T1,5,HAB1,13
T05,04-Jul-93,T1,6,HAB1,13
T05,04-Jul-93,T1,7,HAB1,13
T05,04-Jul-93,T1,8,HAB1,13
T05,04-Jul-93,T1,9,HAB1,2
T05,04-Jul-93,T1,9,HAB2,10
T05,04-Jul-93,T1,10,HAB1,36
T05,04-Jul-93,T1,11,HAB1,2
T05,04-Jul-93,T1,11,HAB2,36
T05,04-Jul-93,T2,12,HAB1,36
T05,04-Jul-93,T2,13,HAB1,36
T05,04-Jul-93,T2,14,HAB1,36
T05,04-Jul-93,T2,15,HAB1,36
T05,04-Jul-93,T2,16,HAB1,36
T05,04-Jul-93,T2,17,HAB1,2
T05,04-Jul-93,T2,17,HAB2,10
T05,04-Jul-93,T2,18,HAB1,36
T05,04-Jul-93,T2,19,HAB1,36
T05,04-Jul-93,T2,20,HAB1,36
T05,04-Jul-93,T2,21,HAB1,19
T05,04-Jul-93,T2,22,HAB1,2
T05,04-Jul-93,T2,23,HAB1,42
T05,24-Jul-93,T1,1,HAB1,42
T05,24-Jul-93,T1,2,HAB1,36
T05,24-Jul-93,T1,3,HAB1,36
T05,24-Jul-93,T1,4,HAB1,13
T05,24-Jul-93,T1,5,HAB1,13
T05,24-Jul-93,T1,6,HAB1,8
T05,24-Jul-93,T1,6,HAB2,36
T05,24-Jul-93,T1,7,HAB1,36
T05,24-Jul-93,T1,8,HAB1,36
T05,24-Jul-93,T1,9,HAB1,36
T05,24-Jul-93,T1,10,HAB1,36
T05,24-Jul-93,T1,11,HAB1,2
T05,24-Jul-93,T1,11,HAB2,10
T05,24-Jul-93,T1,12,HAB1,36
T05,24-Jul-93,T1,13,HAB1,36
T05,24-Jul-93,T1,14,HAB1,2
T05,24-Jul-93,T2,15,HAB1,36
T05,24-Jul-93,T2,16,HAB1,36
T05,24-Jul-93,T2,17,HAB1,36
T05,24-Jul-93,T2,18,HAB1,36
T05,24-Jul-93,T2,19,HAB1,10
T05,24-Jul-93,T2,20,HAB1,36
