SITECODE,AWSNO,FIELDNAME,FROM_DATE,TO_DATE,DATETYPE,CONTINUING,DESCRIPTION
T09,,,24-Aug-04,08-Sep-04,R,N,"Lightening strike led to communications port failure (RS485), and the loss of 4 hours data. Dry bulb readings to 08/09/04 were affected, presumably as a result of terminal corrosion. Terminals tightened up, and logger test command indicates that all is OK."
T09,,,01-Jan-04,31-Dec-04,R,Y,Continuing concern over net radiation calibration.
T09,,,01-Sep-04,31-Dec-04,R,Y,"Treat dry temp with caution - fits well with manual reading, but dry temp falling below wet temp on occasions. Re-calibration may be required."
T09,,NETRAD,10-Jan-05,10-Jan-05,D,N,Dome changed on net radiometer as a result of crow damage.
T09,,,28-Jan-05,28-Jan-05,D,N,"11:00 - temperature calibration - dry bulb: from 0,40,0.1,40.1 to 0.1,40.6,0.1,40.5;  wet bulb: from 0,40,-0.4,39.6 to 0.1,40.5,0.1,40.6"
T09,,,07-May-05,07-May-05,D,N,Time on sunshine duration and atmospheric pressure logger advanced by 14 minutes.  Sunshine duration appears to have slipped relative to manual readings; need to check BF2 sensor for moisture.
T09,,,01-Jan-05,30-Jun-05,D,N,Continuing concern over calibration of net radiometer.  Intermittant fault on anemometer - poor electrical connection - corrected late June and erroneous data deleted.  Intermittant fault on soil temperature probe - need to check insulation - appears to coincide with surface wetness indicator reading high. Erroneous data deleted.
T09,,SWATER,22-Oct-05,22-Oct-05,D,N,No soil moisture reading for 3 hours on day 295 as a result of an interruption in power supply.
T09,,,19-Nov-05,10-Dec-05,R,N,Data loss from 1600 on day 320 to 1200 on day 344 as a result of operator error during downloading.
T09,,WSPEED,01-Mar-05,31-Dec-05,R,Y,Wind speed data from the beginning of March are dubious as there is significant discrepancy with manual data. Currently under investigation.
T09,,,30-Oct-06,30-Oct-06,D,N,"Temperature calibration (wet and dry bulb) changed as follows at 14.20 GMT on 30/10/2006:
Ref P7 Experiemntal Note Book RB023
Dry bulb: from: 0.1,40.6,0.1,40.5 to: 0.0,40.8,-0.4,39.7
Wet bulb from: 0.1,40.5,0.1,40.6 to: 0.0,40.6,-0.8,39.5"
T09,,NETRAD,12-Dec-06,12-Dec-06,D,N,09.00 GMT Net radiometer removed and domes replaced
T09,,NETRAD,13-Dec-06,13-Dec-06,D,N,14:30 GMT Net radiometer replaced
T09,,,01-Jan-06,31-Dec-06,R,N,Intermittent fault with soil temperature probe
T09,,,07-Aug-09,31-Dec-09,R,N,"Gaps in date from day 219 (7-Aug) to 325 (21-Nov) and 345 (11-Dec) to end of year, due to logger problems."
T10,,,19-Dec-01,02-Jan-02,R,N,Failure in transfer from logger to PC
T10,,,06-Feb-02,07-Feb-02,R,N,Failure in transfer from logger to PC
T10,,,24-Apr-02,09-May-02,R,N,Failure in transfer from logger to PC
T10,,,23-Oct-02,30-Oct-02,R,N,Failure in transfer from logger to PC
T10,,,02-Jan-03,12-Feb-03,R,N,Data missing due to battery failure
T10,,,26-Feb-03,26-Feb-03,D,N,AWS serviced
T10,,,01-Apr-03,01-Apr-03,D,N,AWS serviced in April 2003.
T10,,,01-Oct-05,01-Oct-05,D,N,AWS serviced in October 2005.
T10,,,01-Mar-13,31-Jul-13,R,N,"Some values for temp in RH sensor erroneous, all below -10 March to July 2013 removed"
T11,,NETRAD,06-Dec-97,23-Dec-97,R,N,Net Radiometer domes replaced after failure.
T11,,WDIR,24-Dec-97,31-Dec-97,R,N,Wind Vane arm found twisted 45 degrees anticlockwise by strong winds. Realigned.
T11,,WETTMP,21-Jan-98,21-Jan-98,D,N,Wet bulb probe replaced.
T11,,SURWET,28-Jan-98,28-Jan-98,D,N,Surface wetness probe moved from top of data logger to grass level position 2m W of AWS tripod
T11,,,16-Jan-03,16-Jan-03,D,Y,Started downloading data with storage module
T11,,,30-May-03,30-May-03,D,N,"Removed anemometer for maintenance 14:40, anemometer reconnected 14:15"
T11,,,18-Jul-03,18-Jul-03,D,N,"11:00, 13:00 and 14:00 - calibrated and changed dry temp probe"
T11,,,21-Jul-03,21-Jul-03,D,Y,10:00 - all temperature probes changed mv excitation from 2500 to 2035. Can now record up to 50oC
T11,,,26-Aug-03,26-Aug-03,D,Y,10:00 - started download using iPAQ(stopped using telemetry)
T11,,,10-Oct-03,10-Oct-03,D,Y,13:00 - first time programme changed
T11,,,16-Oct-03,16-Oct-03,D,Y,15:00 and 18:00 - changed programme
T11,,,20-Oct-03,20-Oct-03,D,Y,17:00 - changed programme
T11,,,23-Oct-03,23-Oct-03,D,Y,09:00 - changed programme (rewrote it to add time and hourly max gust)
T11,,,24-Oct-03,24-Oct-03,D,Y,10:00 - changed programme
T11,,,29-Oct-03,29-Oct-03,D,Y,15:00 - changed programme (rain and gust in separate table)
T11,,,30-Oct-03,30-Oct-03,D,Y,15:00 - changed programme
T11,,,31-Oct-03,31-Oct-03,D,Y,11:00 - changed programme
T11,,,03-Nov-03,03-Nov-03,D,Y,14:00 - changed programme
T11,,,12-Nov-03,12-Nov-03,D,Y,14:00 - changed programme
T11,,,14-Nov-03,14-Nov-03,D,Y,11:00 - uploaded new programme SNO 13A
T11,,,25-Nov-03,25-Nov-03,D,Y,New raingauge installed.
T11,,,22-Oct-03,08-Dec-03,R,N,12:00 - rainfall data probably wrong from here in original programme put back 8-12-2003 at 15:00
T11,,,08-Dec-03,08-Dec-03,D,Y,15:00 - uploaded old programme SNOBAC to try and correct rainfall
T11,,,10-Dec-03,10-Dec-03,D,Y,13:00 and 14:00 - calibrated temp probes
T11,,,17-Dec-03,17-Dec-03,D,Y,14:00 - changed over wet thermometor and calibrated wet and dry
T11,,NETRAD,09-Nov-05,09-Nov-05,D,Y,Net radiometer taken down 9-Nov-2005 14:00 as had been broken by hail in preceding week
T11,,,05-Oct-05,31-Dec-05,R,Y,"Theta probe data suspect, step change 5-Oct-2005 13:00 and negative readings end of year."
T11,,NETRAD,02-Mar-06,04-Mar-06,R,N,High negative net radiation readings (to -206.6) but no reason to suspect instrumentation
T11,,,26-Apr-06,26-Apr-06,D,N,Theta probe fixed
T11,,,13-Aug-08,20-Aug-08,R,N,Faulty connection
T11,,,01-Jan-09,31-Dec-09,R,N,Several outages during the year due to power loss and vandalism
T11,,,27-Jan-10,30-Jan-10,R,N,27- to 30-Jan-2010 - data lost except for 2 hours which are suspect
T11,,,16-Aug-10,03-Feb-11,R,N,"Logger stolen, no data"
T11,,,16-Aug-10,03-Feb-11,R,N,Dry temperature and relative humidity data available from TinyTag logger.
T11,,,03-Feb-11,31-Dec-99,R,Y,"Soil water content data from day 34 at 1500 from a Campbell CS616 Water Content Reflectometer rather than a Theta probe.
Net radiation instrument changed from Q7 to NR_Lite Net Radiometer."
T11,,,03-Feb-11,31-Dec-99,R,Y,"New data logger installed on day 34 1500.
Wet bulb and dry bulb sensors not attached.
Surface wetness sensor giving incorrect readings until 117 1300, accurate from then onwards.
Wind speed and wind direction giving erroneous readings until day 68 at 1600, accurate from then onwards.
No Albedo sky or grass minimum recorded."
T12,,,09-Aug-99,11-Aug-99,R,N,Data missing - general failure of voltage
T12,,RAIN,23-Jun-99,13-Aug-99,R,N,All data for rainfall suspect - tipping bucket apparently not working
T12,,,13-Aug-99,13-Aug-99,R,N,Data missing - general failure of voltage
T12,,RAIN,13-Aug-99,11-May-00,R,N,All data for rainfall suspect - tipping bucket apparently not working
T12,,,29-Jun-00,29-Jun-00,D,N,AWS serviced - fault with tipping bucket corrected
T12,,,26-Mar-04,07-Apr-04,R,N,Logger being reprogrammed
T12,,,28-Jun-99,01-Nov-04,R,Y,Clock on AWS has been set to BST in summer (re-set to GMT 01-Nov-04 at 12:00)
T12,,RAIN,21-Sep-05,21-Sep-05,D,N,"AWS calibrated 21-Sep-2005 14:00-15:00.  Rain for 15:00 removed, any reading was water poured through rainguage was calibrated/tested."
T12,,RAIN,01-Dec-05,01-Dec-05,D,N,"08:00 rain recorded as 26.6, next nearest value for year was 12.  High rainfall week according to manual met records, however."
T12,,STMP30,01-Jan-05,31-Dec-05,R,Y,30cm temperature probe readings suspect - seem high compared to the 10cm probe.
T12,,,01-Jan-05,31-Dec-05,R,Y,"Difference between wet and dry temperature probes not very consistent, varies between -0.44 to 3.05.  Suspect this is partly due to the wet wick drying out, but not noted when the reservoir was topped up."
T12,,,17-Jul-07,12-Sep-07,R,N,The original AWS became inactive on 17/07/2007 (due to a fault).  The new weather station was erected on 12/09/2007.  Unfortunately this meant there was no opportunity to run the two in parallel for comparison.
T12,,RAIN,01-Jan-08,04-Apr-08,R,N,Issues with the tipping bucket at the start of the year.  Data for rainfall between 1-Jan-2008 and 4-Apr-2008 omitted.
T12,,,30-Mar-09,30-Mar-09,D,N,"2 hr downtime 1200-1400, no data."
T12,,,07-Jul-09,07-Jul-09,D,N,"AWS serviced (sensor changed accept TB and wind vane),  2hr downtime 1200-1400"
T12,,,29-Jul-09,03-Aug-09,R,N,System failure (reindeer chewed through power cable).
T12,,NETRAD,29-Jul-09,21-Oct-09,R,N,NR Lite sensor faulty (reindeer damage (chewed through cable))
T12,,,01-Jan-09,31-Dec-09,R,N,Anemometer cups often frozen through winter months.
T12,,,11-Jan-11,16-Mar-11,R,N,"WSPEED & WDIR FROZEN: Days
11 (1100 to 0000)
26 (2300) to 29 (1100)
45 (0100 to 0400) + (0700 to 0800) + (1000)
72 (1700) to 75 (1400)"
T12,,,28-Sep-11,23-Nov-11,R,N,"WSPEED & WDIR FAULTY: Days
271 (0900) to 272 (0000)
272 (1500)
273 (0100 to 0200) + (0500 to 1900)
275 (1600 to 1700)
278 (0600 to 1600)
281 (1300) to Day 282 (2000)
282 (2300)
283 (1200 to 1600)
284 (1100 to 1300)
285 (1200) to 289 (1800)
289 (2100) to 290 (0500)
292 (1400) to 299 (1100)
311 (1200 to 1500)
322 (0100) to 323 (0400)
323 (1100 to 1500)
324 (0400 to 0800) + (1100 to 1500)
325 (0300 to 0400) + (1000 to 1600)
327 (0200) to 335 (1200)"
T12,,,01-Jan-11,01-Dec-11,R,N,"WSPEED & WDIR SENSOR REPLACED DAY 299 (REPAIRED AND RE-DEPLOYED DAY 306) AND SENSOR REPLACED DAY 335.
NETRAD FAULTY: Day 1 (0100) to Day 47 (1300)
ALL SENSORS CHANGED 	DAY 243 (1300)"
